
,, ПЕРВЫЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,,"Помыть внутри три холодильника: 
разморозить морозилку за баром и помыть
(1 р в месяц)",TRUE,FALSE
,,"Убраться на складе:
• Протереть поверхности (если пыльные)
• Разобрать коробки с расходниками и разожить всё аккуратно как на полках, так и в коробках
• С прохода всё убрать (проход должен быть свободен перед снятием остатков)",TRUE,FALSE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE,FALSE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE,FALSE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE,FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE,TRUE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE,FALSE
,,Витрина: протереть внутри и снаружи,FALSE,FALSE


,, ТРЕТИЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,TRUE,FALSE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),FALSE,FALSE
,,"Проверить, чтобы не шатались столы на летней площадке",FALSE,FALSE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",TRUE,FALSE
,,Подмести и помыть лестницу,FALSE,FALSE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,TRUE,FALSE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,TRUE,FALSE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,FALSE,FALSE
,,Наполнить расходники для гостей (органайзер),TRUE,FALSE
,,"Пройтись по летней площадке и во входной зоне где лестница – убрать паутину с углов, потолка",FALSE,FALSE
,,"Протереть на летней площадке полки, на которых стоят цветы, декор. Также протереть сам декор ",FALSE,FALSE
,,"Протереть на летней площадке клумбы цветов (сверху от пыли)
Клумбы находятся слева и справа от скамей",FALSE,FALSE

,обязательно проверить,"Протереть труднодоступные места
1 - Верхние плинтуса
2 - Проемы кирпичей
3 - Убраться за / под ледогенератором (подмести, помыть полы)
4 - Убраться за холодильниками и морозилкой (подмести, помыть полы)",FALSE,FALSE
,,"Помыть внутри три холодильника: 
разморозить морозилку за баром и помыть
(1 р в месяц)",FALSE,FALSE
,,"Проверить летнюю площадку на наличие заросшей травы и мусора. Особенно места вдоль забора с внутренней и внешней стороны. 
Убрать траву и мусор при необходимости",FALSE,FALSE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE,FALSE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE,FALSE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE,FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE,FALSE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE,FALSE
,,Витрина: протереть внутри и снаружи,FALSE,TRUE


,, ЧЕТВЕРТЫЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,FALSE,TRUE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),FALSE,TRUE
,,"Проверить, чтобы не шатались столы на летней площадке",FALSE,TRUE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",TRUE,TRUE
,,Подмести и помыть лестницу,FALSE,TRUE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,TRUE,TRUE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,TRUE,TRUE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,FALSE,TRUE
,,Наполнить расходники для гостей (органайзер),TRUE,TRUE
,,Протереть кофейные стеллажи и упаковки зерна. Проверить ротацию упаковок,TRUE,TRUE

,обязательно проверить,"Протереть деревянные полки за баром с расходниками, полки с дрипами, банками чая, сиропами. А также протереть банки чая и бутылки сиропов",TRUE,TRUE
,,"Убраться в коробках с расходниками:
* коробка с расходниками за баром , сахар стиком
* коробка с крышками на складе
* коробка со стаканами бабл под ледогенератором 
(1 р/ 2 нед как будет инвентаризация)",FALSE,TRUE
,,Протереть гостевую столешницу,TRUE,TRUE
,,Помыть раковину за баром. Отмыть стену от пятен у раковины,TRUE,TRUE
,,"Микроволновка: протереть/помыть внутри и снаружи от пятен.
Стол за баром протереть, расставить всё аккуратно, убрать что не нужно на подходящее место",TRUE,TRUE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE,TRUE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE,TRUE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE,TRUE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE,TRUE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE,TRUE
,,Витрина: протереть внутри и снаружи,FALSE,TRUE
