
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE
,,Витрина: протереть внутри и снаружи,FALSE


,, ТРЕТИЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,FALSE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),FALSE
,,"Проверить, чтобы не шатались столы на летней площадке",FALSE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",FALSE
,,Подмести и помыть лестницу,FALSE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,FALSE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,FALSE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,FALSE
,,Наполнить расходники для гостей (органайзер),FALSE
,,"Пройтись по летней площадке и во входной зоне где лестница – убрать паутину с углов, потолка",FALSE
,,"Протереть на летней площадке полки, на которых стоят цветы, декор. Также протереть сам декор ",FALSE
,,"Протереть на летней площадке клумбы цветов (сверху от пыли)
Клумбы находятся слева и справа от скамей",FALSE

,обязательно проверить,"Протереть труднодоступные места
1 - Верхние плинтуса
2 - Проемы кирпичей
3 - Убраться за / под ледогенератором (подмести, помыть полы)
4 - Убраться за холодильниками и морозилкой (подмести, помыть полы)",FALSE
,,"Помыть внутри три холодильника: 
разморозить морозилку за баром и помыть
(1 р в месяц)",FALSE
,,"Проверить летнюю площадку на наличие заросшей травы и мусора. Особенно места вдоль забора с внутренней и внешней стороны. 
Убрать траву и мусор при необходимости",FALSE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE
,,Витрина: протереть внутри и снаружи,FALSE


,, ЧЕТВЕРТЫЙ  РАБОЧИЙ ДЕНЬ  РАННЕРА
,начало смены ,Подмести летнюю площадку,FALSE
,,Расставить мебель на летней площадке (индивид. обсуждать с Бариста),FALSE
,,"Проверить, чтобы не шатались столы на летней площадке",FALSE
,,"Протереть мебель (лавочки, столы, стулья) и подстолья / ножки стульев от пыли (на летней площадке и в зале)",FALSE
,,Подмести и помыть лестницу,FALSE
,,Протереть входную дверь и дверную ручку с внешней и внутренней стороны,FALSE

,середина смены,Проверить витрину на чистоту: протереть снаружи при необходимости,FALSE
,,Проверить выкладку витрины на аккуратность и красивую расстановку позиций – пример ,FALSE
,,Наполнить расходники для гостей (органайзер),FALSE
,,Протереть кофейные стеллажи и упаковки зерна. Проверить ротацию упаковок,FALSE

,обязательно проверить,"Протереть деревянные полки за баром с расходниками, полки с дрипами, банками чая, сиропами. А также протереть банки чая и бутылки сиропов",FALSE
,,"Убраться в коробках с расходниками:
* коробка с расходниками за баром , сахар стиком
* коробка с крышками на складе
* коробка со стаканами бабл под ледогенератором 
(1 р/ 2 нед как будет инвентаризация)",FALSE
,,Протереть гостевую столешницу,FALSE
,,Помыть раковину за баром. Отмыть стену от пятен у раковины,FALSE
,,"Микроволновка: протереть/помыть внутри и снаружи от пятен.
Стол за баром протереть, расставить всё аккуратно, убрать что не нужно на подходящее место",FALSE

,в течение дня (проверять каждый час в зависимости от загруженности),"Проверка летней площадки не менее, чем раз в 1 ч",FALSE
,,"Наполнить зону бара на продажу гостям: сок, вода 0,5, батончики",FALSE
,,"Проверить товарную витрину (стеллажи) – все позиции стоят ровно  с примерно одинаковым расстоянием друг к другу
А также проверить выкладу – все позиции стоят строго по ротации
пример стеллаж 1 
пример стеллаж 2",FALSE
,,"Наполнить органайзеры с расходниками для гостей: сахар в стиках, трубочки, салфетки, размешиватель",FALSE
,,"Пополнить зону гриля на наличие расходных материалов, протереть от крошек",FALSE
,,Витрина: протереть внутри и снаружи,FALSE
